title,rating,id,imdbid,year
Automata,1,5892,1971325,2014
John Wick,1,5897,2911666,2014
Der Kleine Medicus - Geheimnisvolle Mission im Korper,3,5899,3832158,2014
Kraftidioten,1,5900,2675914,2014
Interstellar,3,5902,0816692,2014
"Interview, The",1,6001,2788710,2014
Big Hero 6,3,5906,2245084,2014
Birdman,3,5911,2562232,2014
Dear White People,3,5918,2235108,2014
Inherent Vice,1,5922,1791528,2014
Unutursam F&#305;s&#305;lda,2,5924,4114744,2014
Clouds of Sils Maria,3,5927,2452254,2014
"Hunger Games: Mockingjay - Part 1, The",3,5931,1951265,2014
Citizenfour,1,5935,4044364,2014
Turist,3,5936,3630276,2014
Phoenix,3,5940,2764784,2014
"Imitation Game, The",2,5941,2084970,2014
Foxcatcher,1,5942,1100089,2014
Magic in the Moonlight,3,5947,2870756,2014
Penguins of Madagascar,0,5950,1911658,2014
"Single Moms Club, The",3,5953,2465140,2014
Barbie and the Secret Door,3,5956,3921852,2014
About a Girl,3,5957,3334794,2014
Selma,3,5959,1020072,2014
En duva satt p&aring; en gren och funderade p&aring; tillvaron,1,5965,1883180,2014
Into the Woods,3,6000,2180411,2014
"Theory of Everything, The",3,5970,2980516,2014
Wild,3,5971,2305051,2014
This Is Where I Leave You,2,5977,1371150,2014
Leviathan,3,5978,2802154,2014
Ouija,3,5981,1204977,2014
"Homesman, The",1,5982,2398231,2014
Frozen in Time,0,5993,4150316,2014
"Hobbit: The Battle of the Five Armies, The",1,5994,2310332,2014
Paddington,3,5997,1109624,2014
Annie,3,6003,1823664,2014
Mommy,3,6007,3612616,2014
Mr. Turner,1,6009,2473794,2014
St. Vincent,3,6010,2170593,2014
"Babadook, The",3,6011,2321549,2014
Unbroken,0,6013,1809398,2014
Exodus: Gods and Kings,2,6019,1528100,2014
A Noite da Virada,3,6023,4299406,2014
White Bird in a Blizzard,3,6025,2238050,2014
Top Five,3,6026,2784678,2014
Appropriate Behavior,3,6032,3077108,2014
They Came Together,3,6034,2398249,2014
Good People,3,6035,1361318,2014
A Girl Walks Home Alone at Night,3,6036,2326554,2014
You&#39;re Not You,3,6037,1198156,2014
Agatha Raisin: The Quiche of Death,3,6040,4056574,2014
I Origins,3,6045,2884206,2014
Zero Motivation,3,6050,3576084,2014
"Two Days, One NIght",3,6053,2737050,2014
Ei Kiitos,2,6054,2808680,2014
Treehouse,3,6061,1791681,2014
Still Alice,3,6066,3316960,2014
Zombeavers,3,6091,2784512,2014
Kingsman: The Secret Service,3,6108,2802144,2014
Project Almanac,3,6103,2436386,2014
"Disappearance of Eleanor Rigby: Her, The",3,6109,3720788,2014
A Most Violent Year,3,6117,2937898,2014
American Sniper,1,6118,2179136,2014
"Normal Heart, The",1,6124,1684226,2014
Cake,3,6128,3442006,2014
Parallels,3,6139,3479316,2014
Magical Girl,3,6143,3089326,2014
Girlhood,3,6198,3655522,2014
El Ni&ntilde;o,1,6158,2093990,2014
Big Eyes,3,6159,1126590,2014
Predestination,3,6172,2397535,2014
God&#39;s Pocket,1,6178,2920808,2014
My Father Must Die,3,6179,3368814,2014
Dyke Hard,3,6180,3570168,2014
Song of the Sea,3,6182,1865505,2014
Before I Go to Sleep,3,6185,1726592,2014
"Love, Rosie",3,6188,1638002,2014
Seventh Son,3,6191,1121096,2014
Love Is Strange,2,6195,2639344,2014
Suite francaise,3,6196,0900387,2014
Someone Marry Barry,2,6207,1978532,2014
Near Death Experience,0,6208,3800012,2014
"Scribbler, The",3,6220,2396721,2014
Feher isten,3,6219,2844798,2014
Welcome to Me,3,6225,2788716,2014
Cuban Fury,1,6230,2390237,2014
Pane e burlesque,3,6247,3284618,2014
"Last Five Years, The",1,6252,2474024,2014
Relatos salvajes,3,6256,3011894,2014
Gueros,2,6258,3499048,2014
Thegidi,2,6263,3565264,2014
Boy Meets Girl,3,6264,3007302,2014
My Old Lady,3,6266,2908856,2014
Ocho apellidos vascos,1,6268,2955316,2014
Omoide no Mani (When Marnie Was There),3,6304,3398268,2014
Love &amp; Mercy,2,6305,0903657,2014
Mike and I,1,6307,3804984,2014
Escobar: Paradise Lost,2,6331,2515030,2014
Batman: Assault on Arkham,3,6341,3139086,2014
"Houses October Built, The",0,6344,1958043,2014
"Kumiko, the Treasure Hunter",3,6348,3263614,2014
"Woman in Black 2: Angel of Death, The",3,6368,2339741,2014
La isla minima,2,6370,3253930,2014
Learning to Drive,3,6373,3062976,2014
Infinitely Polar Bear,3,6385,1969062,2014
Angry Video Game Nerd: The Movie,3,6400,2123146,2014
She&#39;s Funny That Way,3,6413,1767372,2014
Outcast,3,6416,1552224,2014
Step Up All In,2,6421,2626350,2014
Black Sea,0,6423,2261331,2014
A Brilliant Young Mind,1,6425,3149038,2014
Tinker Bell and the Legend of the NeverBeast,3,6440,3120408,2014
"Ich seh, Ich seh",0,6459,3086442,2014
Effie Gray,3,6476,1605798,2014
Cooties,1,6488,2490326,2014
Dohee-ya,3,6490,3661798,2014
East Side Sushi,3,6491,2340650,2014
"Falling, The",3,6499,3294200,2014
Paper Planes,1,6501,3328716,2014
Unfriended,3,6504,3713166,2014
Tu Dors Nicole,3,6509,3483194,2014
Big Game,0,6513,2088003,2014
It Follows,3,6518,3235888,2014
Lust for Love,3,6524,2106529,2014
"Taking of Deborah Logan, The",3,6527,3387648,2014
Wyrmwood: Road of the Dead,3,6528,2535470,2014
Let Us Prey,3,6534,3148348,2014
Rosewater,1,6545,2752688,2014
Mercenaries,3,6551,3598222,2014
Dark Was the Night,1,6552,2251281,2014
Hits,3,6583,3145220,2014
Miss Meadows,3,6600,3128900,2014
Comet,1,6607,2965412,2014
In the Courtyard,3,6642,2593224,2014
Ask Me Anything,3,6646,2505294,2014
Innocence,3,6668,1724965,2014
Hungry Hearts,2,6672,3344922,2014
While We&#39;re Young,3,6673,1791682,2014
Spring,0,6690,3395184,2014
"Like Sunday, Like Rain",3,6724,3104818,2014
Court,1,6731,3717068,2014
Life Partners,3,6740,2870808,2014
Amour fou,2,6743,3003800,2014
Not Cool,3,6747,3569356,2014
Stretch,1,6765,2494280,2014
Golden Era,2,6773,3696086,2014
Cut Bank,3,6784,1661820,2014
River of Fundament,3,6813,3529612,2014
"Quiet Hour, The",3,6831,2645188,2014
How to Steal a Dog / Gae-leul hoom-chi-neun wan-byeok-han bang-beob,3,6845,3812402,2014
Every Secret Thing,3,6860,1706598,2014
Eat with Me,3,6864,2274604,2014
Ju-on: Owari no hajimari,3,6885,3572132,2014
Still the Water,3,6906,3230162,2014
Electricity,3,6951,2936470,2014
Der kleine Drache Kokosnuss,0,6957,3726220,2014
Primero De Enero,3,6958,3263732,2014
Faults,3,6989,3021360,2014
Aloft,3,6994,2494384,2014
Before We Go,3,6996,0443465,2014
Land Ho!,3,7007,3283556,2014
5 Flights Up,3,7036,2933544,2014
"Damned Thing, The",1,7064,3748076,2014
Sadilishteto,1,7066,2199436,2014
Ardor,0,7086,1384925,2014
Jongens,1,7133,3318220,2014
Anatomy of a Love Seen,3,7203,3546114,2014
Son of Batman,2,7208,3139072,2014
Verden venter,3,7226,4800178,2014
Young Ones,1,7254,2693664,2014
Respire,3,7275,3365778,2014
Clown,3,7280,1780798,2014
"Gabby Douglas Story, The",1,7314,3386954,2014
Margarita with a Straw,3,7537,2929690,2014
Jane the Virgin,3,7408,3566726,2014
Nar dyrene drommer,1,7431,2818178,2014
Justice League: WAR,3,7428,3060952,2014
I Call It Love,0,7429,4211680,2014
Horrible Bosses 2,1,8331,2170439,2014
Fort Tilden,1,7459,3457734,2014
Gotham,3,7499,3749900,2014
"Frame, The",3,7516,2567038,2014
La belle et la bete,3,7575,2316801,2014
Ventos de Agosto,3,7578,3904770,2014
Out of the Dark,3,7594,2872724,2014
Girltrash: All Night Long,3,7633,1555440,2014
Perfect Sisters,3,7692,2027231,2014
Haider,2,7713,3390572,2014
Da Sweet Blood of Jesus,3,7730,3104930,2014
H.,1,7764,3666210,2014
Sharknado 2: The Second One,3,7776,3062074,2014
Trash,1,7777,1921149,2014
"Lookalike, The",3,7849,2497980,2014
Creep,0,7880,2428170,2014
Last Shift,3,7885,2965466,2014
Heaven Is For Real,2,8330,1929263,2014
Sora no Otoshimono Final: Eternal My Master,1,7937,3438514,2014
Search Party,2,7898,2758904,2014
Better Living Through Chemistry,1,7974,1609479,2014
Jacky in the kingdom of women,3,8099,2382422,2014
"Last: Naruto the Movie, The",2,8119,3717532,2014
Conducta,3,8122,3595966,2014
Dumb and Dumber 2,3,8328,2096672,2014
"Town That Dreaded Sundown, The",3,8162,2561546,2014
Dolphin Tale 2,3,8327,2978462,2014
Night at the Museum: Secret of the Tomb,1,8236,2692250,2014
Dracula Untold,0,8316,0829150,2014
Earth To Echo,1,8333,2183034,2014
About Last Night,2,8340,1826590,2014
What We Did on Our Holiday,3,8361,2725962,2014
Deliver Us From Evil,2,8377,2377322,2014
Viharsarok,1,8531,2474310,2014
Der Kreis,1,8560,3148952,2014
Out in the Night,3,8561,3717242,2014
Dolares de arena (Sand Dollars),3,8605,3958098,2014
Date and Switch,2,8650,1878942,2014
Extirpador de Idolatrias,3,8689,3010990,2014
Into the Woods,3,8702,002180411,2014
Highway,0,8739,2980794,2014
Happy Valley,1,8944,3428912,2014
Sex Ed,3,8957,2751310,2014
Alex of Venice,3,9162,2977090,2014
Taken 3,1,9415,2446042,2014
"Tempest, The",3,9506,3840898,2014
Gekijouban Hakuouki: Dainishou shikon soukyou,0,9522,5825186,2014
PK,2,9659,2338151,2014
Awesome Asian Bad Guys,1,9665,3153524,2014
Mass Extinction: Life at the Brink,0,10056,4264406,2014
Moomins on the Riviera,3,10162,2371399,2014
"Red Tent, The",3,10156,3068894,2014
Big Stone Gap,3,10180,3254796,2014
Cloud 9,3,10225,2762970,2014
"Nut Job, The",3,10255,1821658,2014
12 Dog Days Till Christmas,3,10318,3579698,2014
JLA Adventures: Trapped in Time,3,10401,3468260,2014
Robot Overlords,1,10412,2145829,2014
Dark Dungeons,3,10591,3625970,2014
Christmas Under Wraps,3,10633,4180032,2014
"Flash, The",1,10831,3107288,2014
Tusk,0,10954,3099498,2014
"El patr&oacute;n, radiograf&iacute;a de un crimen",1,10968,3854234,2014
Meet the Mormons,3,10970,4003774,2014
How old are you?,3,11225,3734466,2014
Endless Love,1,11236,2318092,2014
Home,3,6148,2224026,2015
Frau Muller muss weg,3,6048,4216934,2015
"Wedding Ringer, The",3,6065,0884732,2015
Ex Machina,1,6084,0470752,2015
Strange Magic,3,6093,4191054,2015
"Summer of Sangaile, The",3,6094,2994832,2015
Mortdecai,1,6098,3045616,2015
Jupiter Ascending,3,6101,1617661,2015
"SpongeBob Movie: Sponge Out of Water, The",2,6105,2279373,2015
"Duke of Burgundy, The",3,6107,2570858,2015
Fifty Shades of Grey,3,6113,2322441,2015
"DUFF, The",3,6125,1666801,2015
Bad Hair Day,3,6132,3856042,2015
Chappie,1,6134,1823672,2015
Cinderella,3,6152,1661199,2015
"Three Es, The",3,6156,4247740,2015
Insurgent,3,6157,2908446,2015
Tod den Hippies!! Es lebe der Punk!,1,6163,3397082,2015
"Lazarus Effect, The",3,6166,2918436,2015
Furious 7,3,6186,2820852,2015
La Passion d&#39;Augustine,3,6187,4392438,2015
"Liza, the fox fairy",3,6190,2210769,2015
Ghosthunters,3,6197,3711622,2015
Avengers: Age of Ultron,3,6217,2395427,2015
Do You Believe?,3,6222,4056738,2015
True Story,1,6223,2273657,2015
Suffragette,3,6226,3077214,2015
Septembers of Shiraz,3,6227,3661298,2015
Bound,3,6229,4145324,2015
Pitch Perfect 2,3,6284,2848292,2015
Far From the Madding Crowd,3,6237,2935476,2015
Mad Max: Fury Road,3,6242,1392190,2015
Almost Mercy,2,6283,3480446,2015
Focus,1,6254,2381941,2015
Inside Out,3,6255,2096673,2015
L&#39;antiquaire,3,6259,4000768,2015
Dora oder Die sexuellen Neurosen unserer Eltern,3,6260,4265878,2015
Hedi Schneider steckt fest,3,6261,3707396,2015
Spy,3,6265,3079380,2015
Tomorrowland,3,6267,1964418,2015
"Age of Adaline, The",3,6269,1655441,2015
A Little Chaos,3,6271,2639254,2015
Drunk Wedding,2,6275,1950135,2015
World of Tomorrow,3,6277,4171032,2015
Kung Fury,2,6278,3472226,2015
La loi du march&eacute;,1,6279,4428814,2015
San Andreas,3,6281,2126355,2015
Predator Dark Ages,0,6282,4171544,2015
Woman in Gold,3,6288,2404425,2015
Bessie,3,6291,3704352,2015
Insidious: Chapter 3,3,6292,3195644,2015
Battledream Chronicle,3,6294,4714032,2015
"Un peu, beaucoup, aveuglement!",3,6296,4466936,2015
Last Knights,1,6297,2493486,2015
Run All Night,1,6299,2199571,2015
VANish,1,6300,3058674,2015
Entourage,2,6303,1674771,2015
Jurassic World,3,6306,0369610,2015
Maend &amp; hons,1,6316,3877674,2015
Shaun the Sheep Movie,0,6329,2872750,2015
"Reason I Shop Online, The",3,6321,4780834,2015
Testament of Youth,3,6322,1441953,2015
"Gunman, The",1,6328,2515034,2015
Get Hard,1,6325,2561572,2015
"Phoenix Project, The",0,6330,3430042,2015
Titli,0,6334,3019620,2015
"Four Warriors, The",1,6336,4026600,2015
Minions,3,6338,2293640,2015
Terminator Genisys,0,6340,1340138,2015
Justice League: Throne of Atlantis,3,6342,3878542,2015
Victoria,0,6343,4226388,2015
Ted 2,1,6350,2637276,2015
Child 44,2,6354,1014763,2015
Mustang,3,6355,3966404,2015
"Overnight, The",3,6356,3844362,2015
Trainwreck,3,6357,3152624,2015
Ant-Man,2,6359,0478970,2015
"Second Best Exotic Marigold Hotel, The",3,6361,2555736,2015
Slow West,0,6364,3205376,2015
Taxi,3,6365,4359416,2015
Southpaw,2,6366,1798684,2015
Pixels,1,6367,2120120,2015
Barely Lethal,3,6369,1731701,2015
Magic Mike XXL,3,6372,2268016,2015
Irrational Man,2,6375,3715320,2015
Next Stop L.A.,3,6376,4895704,2015
Grandma,3,6383,4270516,2015
Descendants,3,6386,3440298,2015
Papertowns,2,6388,3622592,2015
Mission: Impossible - Rogue Nation,0,6389,2381249,2015
Tangerine,3,6390,3824458,2015
Fantastic Four,0,6392,1502712,2015
Trust Fund,3,6393,3969208,2015
Teen Beach 2,3,6399,3764966,2015
Timelike,3,6404,4897214,2015
"Man from U.N.C.L.E., The",3,6407,1638355,2015
"End of the Tour, The",1,6409,3416744,2015
Ricki and the Flash,3,6410,3623726,2015
Que Horas Ela Volta?,3,6412,3742378,2015
Il racconto dei racconti,3,6418,3278330,2015
I&#39;ll See You in My Dreams,3,6419,3236120,2015
Madame Bovary,2,6422,2334733,2015
Self/less,1,6424,2140379,2015
Batman Unlimited: Animal Instincts,1,6426,4437640,2015
Mr. Holmes,1,6430,3168230,2015
Bloodsucking Bastards,2,6438,3487994,2015
"little prince, The",3,6434,1754656,2015
Straight Outta Compton,1,6435,1398426,2015
Me and Earl and the Dying Girl,3,6436,2582496,2015
"Perfect Guy, The",2,6447,3862750,2015
Until Dawn,3,6449,2742544,2015
Maze Runner: The Scorch Trials,3,6457,4046784,2015
Hotel Transylvania 2,3,6487,2510894,2015
American Ultra,1,6472,3316948,2015
"Martian, The",3,6466,3659388,2015
Aloha,3,6467,1243974,2015
Just Jim,1,6469,3291148,2015
Sicario,0,6470,3397884,2015
Pawn Sacrifice,1,6475,1596345,2015
"Green Inferno, The",3,6478,2403021,2015
Dope,1,6479,3850214,2015
My Little Pony: Equestria Girls - Friendship Games,3,6482,4450396,2015
Black Mass,1,6486,1355683,2015
"Final Girls, The",3,6489,2118624,2015
Crimson Peak,3,6494,2554274,2015
Vice,3,6495,3480796,2015
Bridge of Spies,1,6502,3682448,2015
Steve Jobs,3,6506,2080374,2015
Goosebumps,2,6508,1051904,2015
"Walk, The",1,6510,3488710,2015
Spectre,1,6519,2379713,2015
"Ridiculous 6, The",2,6597,2479478,2015
"Murder Pact, The",3,6521,4298966,2015
AfterDeath,3,6530,2710826,2015
Schneider vs. Bax,2,6532,3430416,2015
Wo shi zheng ren,0,6537,4979652,2015
"Peanuts Movie, The",3,6548,2452042,2015
Brooklyn,3,6549,2381111,2015
Victor Frankenstein,0,6557,1976009,2015
"Good Dinosaur, The",3,6558,1979388,2015
"Hunger Games: Mockingjay - Part 2, The",3,6560,1951266,2015
Carol,3,6563,2402927,2015
Trumbo,3,6565,3203606,2015
"Dressmaker, The",3,6566,2910904,2015
"Revenant, The",0,6567,1663202,2015
Blackhat,1,6572,2717822,2015
Angry Indian Goddesses,3,6581,3368222,2015
Room,3,6584,3170832,2015
Feeheld,3,6622,1658801,2015
Creed,2,6588,3076658,2015
In the Heart of the Sea,1,6589,1390411,2015
"Hollow, The",3,6593,4472596,2015
Love the Coopers,3,6595,2279339,2015
Vacation,3,6596,1524930,2015
Krampus,3,6601,3850590,2015
Sisters,3,6609,1850457,2015
Star Wars: The Force Awakens,3,6610,2488496,2015
Pan,1,6611,3332064,2015
By the Sea,3,6612,3707106,2015
Hidden,3,6613,2131532,2015
"Lobster, The",3,6614,3464902,2015
Mistres America,3,6619,2872462,2015
"Hateful Eight, The",3,6628,3460252,2015
Point Break,0,6632,2058673,2015
Concussion,1,6633,3322364,2015
Dolly Parton&#39;s Coat of Many Colors,3,6634,4767274,2015
Joy,3,6635,2446980,2015
Stitcher,0,6636,4858280,2015
Macbeth,1,6637,2884018,2015
"Intern, The",3,6643,2361509,2015
Captive,3,6644,3268668,2015
"Big Short, The",1,6648,1596363,2015
Man Up,3,6649,3064298,2015
Daddy&#39;s Home,1,6651,1528854,2015
"Danish Girl, The",3,6655,0810819,2015
Chi-Raq,3,6660,4594834,2015
Mythica: The Darkspore,3,6661,3478232,2015
This changes everything,3,6665,1870548,2015
After the Ball,3,6667,3717016,2015
Legend,3,6671,3569230,2015
A Sort of Homecoming,3,6674,3303652,2015
Bill,2,6715,2978576,2015
Anamolisa,2,6677,2401878,2015
"Transporter Refueled, The",3,6678,2938956,2015
Comment c&#39;est loin,1,6683,4576612,2015
"Last Witch Hunter, The",3,6684,1618442,2015
Advantageous,3,6685,3090670,2015
Uncanny,0,6692,2321502,2015
Anna Unbound,3,6696,4069042,2015
Miss You Already,3,6706,2245003,2015
Spotlight,1,6707,1895587,2015
Youth,1,6708,3312830,2015
L&#39;attesa,3,6712,3715122,2015
Temp&ecirc;te,1,6716,3757648,2015
Queen of Earth,3,6717,3993894,2015
Comoara,1,6719,4515684,2015
Slow Learners,3,6723,2537390,2015
Invisible Sister,3,6726,4420110,2015
Little Big Master,3,6732,4319698,2015
"Diary of a Teenage Girl, The",3,6737,3172532,2015
Min lilla syster,3,6752,4093680,2015
Till We Meet Again,3,6757,2461340,2015
Meadowland,3,6767,3529656,2015
"Meddler, The",3,6769,4501454,2015
Marguerite,3,6770,4428788,2015
Office,3,6771,4392726,2015
Throne,3,6774,4010918,2015
7 Letters,3,6775,4691166,2015
"VVitch: A New-England Folktale, The",3,6777,4263482,2015
Les ogres,3,6786,4466872,2015
"Longest Ride, The",3,6787,2726560,2015
Tiger House,3,6818,2911674,2015
"Case of Hana and Alice, The",3,6823,4125300,2015
Eye in the Sky,3,6836,2057392,2015
Harbinger Down,3,6875,3397918,2015
Anguish,3,6851,3620762,2015
Baahubali: The Beginning,1,6855,2631186,2015
Riaru onigokko,3,6866,4439120,2015
Je suis un soldat,3,6868,4485178,2015
Green Room,3,6887,4062536,2015
A Country Called Home,3,6895,3953626,2015
Family Fang,3,6889,2097331,2015
Everest,2,6913,2719848,2015
"Hello, My Name Is Doris",3,6925,3766394,2015
A Perfect Day,2,6926,3577624,2015
Sunset Song,3,6928,2262161,2015
"Wave (B&oslash;lgen), The",3,6939,3616916,2015
Z for Zachariah,0,6948,1598642,2015
Max,3,6949,3369806,2015
"Lady in the Van, The",3,6950,3722070,2015
Experimenter,2,6955,3726704,2015
Turbo Kid,1,6956,3672742,2015
They Call Me Jeeg Robot,1,6959,3775086,2015
Halal Love,3,6961,5105218,2015
Maggie&#39;s Plan,3,6967,3471098,2015
"Man Who Knew Infinity, The",0,6969,0787524,2015
Our Little Sister,3,6974,3756788,2015
Equals,3,6982,3289728,2015
Demolition,1,6985,1172049,2015
"Visit, The",3,7015,3567288,2015
"Bronze, The",3,7024,3859304,2015
Jem and the Holograms,3,7029,3614530,2015
Battle For Sevastopol,3,7041,4084744,2015
Louder Than Bombs,1,7062,2217859,2015
Survivor,3,7063,3247714,2015
45 Years,3,7072,3544082,2015
"Colony, The",3,7089,4005402,2015
La belle saison,3,7091,4080768,2015
Never Let Go,1,7178,3833474,2015
Into the Forest,3,7102,2625810,2015
Fourth Man Out,1,7111,3978720,2015
Hrutar,1,7116,3296658,2015
La memoria del agua,2,7132,4341864,2015
A Royal Night Out,3,7197,1837562,2015
Avril et le monde truque,3,7219,3422078,2015
Miles Ahead,0,7232,0790770,2015
brothers of the wind,0,7253,3532278,2015
"Sin Seer, The",3,7259,3605262,2015
Tjuvheder,3,7270,4153324,2015
600 millas [600 Miles],0,7305,3685622,2015
Roald Dahl&#39;s Esio Trot,1,7327,3205394,2015
Unexpected,3,7335,4145304,2015
Embers,1,7343,3503460,2015
Evolution,0,7347,4291590,2015
"Girl King, The",3,7361,1254322,2015
"33, The",3,7378,2006295,2015
Parched,3,7538,3043252,2015
Dragon Ball Z: Resurrection &#39;F&#39;,1,7427,3819668,2015
Nil Battey Sannata,3,7441,5005684,2015
Sweet Bean,3,7454,4298958,2015
Long Way North,1,7458,2262345,2015
Full Out,3,7482,3977462,2015
"Milyy Khans, dorogoy Pyotr",1,7484,3817188,2015
Already Tomorrow in Hong Kong,2,7494,3700804,2015
Lavalantula,3,7502,4060576,2015
Eaters,1,7503,2109127,2015
Boi Neon,3,7511,4899406,2015
Psychosis,3,7522,6663788,2015
London Spy,1,7541,4108134,2015
Ava&#39;s Possession,3,7558,3727982,2015
Birigyaru,3,7577,4195368,2015
"3Tails Movie: A Mermaid Adventure, The",3,7672,3391348,2015
Fathers &amp; Daughters,3,7686,2582502,2015
"Steps, The",3,7761,3801372,2015
Dofus - Livre 1: Julith,3,7862,4731504,2015
Girls Lost,3,7832,4425152,2015
You&#39;re My Boss,0,7873,4489160,2015
Intruders,3,7881,4009278,2015
Synchronicity,2,7890,2049543,2015
Sleeping with Other People,3,7902,3165612,2015
Life,3,7916,2948840,2015
Beasts of No Nation,0,7922,1365050,2015
Harter Brocken,3,7931,3981858,2015
Other Halves,3,7947,4308714,2015
Emelie,3,7993,4503598,2015
Burn Burn Burn,3,8000,3627488,2015
Phoenix Incident,1,8006,4341532,2015
"Stanford Prison Experiment, The",1,8036,0420293,2015
Hot Pursuit,2,8037,2967224,2015
"Blackcoat&#39;s Daughter, The",3,8050,3286052,2015
Maryland,0,8079,4085084,2015
Love Live! The School Idol Movie,3,8081,3837248,2015
Unfinished Business,2,8259,2358925,2015
Scouts Guide to the Zombie Apocalypse,1,8227,1727776,2015
"Gift, The",3,8233,4178092,2015
Hitman: Agent 47,0,8334,2679042,2015
Sharknado 3: Oh Hell No!,3,8352,3899796,2015
Vampyres,3,8356,3654680,2015
Mojave,1,8370,2322517,2015
Alvin and the Chipmunks: The Road Chip,1,8375,2974918,2015
High Rise,2,8509,0462335,2015
Shisha no teikoku (Empire of Corpses),1,8569,4235644,2015
Portrait of a Serial Monogamist,3,8606,2935662,2015
Atrapa la bandera [Capture the Flag],1,8614,3896100,2015
Absolutely Anything,3,8643,1727770,2015
A Walk in the Woods,2,8675,1178665,2015
"Great Gilly Hopkins, The",3,8703,001226766,2015
Bajirao Mastani,2,8738,3735246,2015
Paul Blart: Mall Cop 2,1,8770,3450650,2015
Highway to Hellas,1,8922,4766604,2015
Woodlawn,1,9029,4183692,2015
"Ethicist, The",3,9142,12145728,2015
"Invitation, The",3,9180,2400463,2015
Circle,1,9193,3118452,2015
My Name Is Emily,3,9210,3319018,2015
O Desolado,3,9248,4692234,2015
A German Youth,0,9251,3431798,2015
Montanha,1,9257,2662716,2015
John From,3,9261,3977428,2015
Samurai Warrior Queens,3,9486,4794188,2015
Ip Man 3,1,9551,2888046,2015
Sword of Vengeance,0,9611,3622332,2015
"assassin, The",2,9942,3508840,2015
Aluguel: O Filme,0,10034,12268798,2015
"Wiz Live!, The",3,10159,4718770,2015
Welcome To Happiness,1,10175,3564794,2015
Cuddler,3,10291,5573580,2015
Cafard,2,10442,4926026,2015
Girls und Panzer: Der Film,3,10462,5284414,2015
Superfast!,3,10504,2933474,2015
Extraction,2,10530,4382872,2015
Barney Thomson,3,10982,2552394,2015
Burnt,3,11389,2503944,2015
Jane Got a Gun,0,6670,2140037,2016
Vampires In Virginia,3,6669,2938496,2016
"5th Wave, The",2,6680,2304933,2016
"Hail, Caesar!",1,6710,0475290,2016
Pride and Prejudice and Zombies,3,6713,1374989,2016
Bang Gang,3,6720,3838728,2016
Les innocentes,3,6721,4370784,2016
Deadpool,1,6722,1431045,2016
Zootopia,3,6741,2948356,2016
"Boy, The",3,6755,3882082,2016
Whiskey Tango Foxtrot,3,6760,3553442,2016
"Crouching Tiger, Hidden Dragon: Sword of Destiny",3,6761,2652118,2016
"Divergent Series: Allegiant, The",3,6768,3410834,2016
10 Cloverfield Lane,3,6776,1179933,2016
Belgica,1,6778,3544218,2016
Triple 9,3,6779,1712261,2016
Midnight Special,1,6783,2649554,2016
Batman v Superman: Dawn of Justice,2,6788,2975590,2016
"Huntsman: Winter&#39;s War, The",3,6790,2381991,2016
Kung Fu Panda 3,3,6808,2267968,2016
Justice League vs. Teen Titans,3,6812,5091548,2016
Hardcore Henry,1,6820,3072482,2016
"Boss, The",3,6821,2702724,2016
Hush,3,6835,5022702,2016
"Jungle Book, The",2,6837,3040964,2016
"Forest, The",3,6856,3387542,2016
Captain America: Civil War,3,6857,3498820,2016
Keanu,3,6859,4139124,2016
Ratchet &amp; Clank,3,6876,2865120,2016
Mother&#39;s Day,3,6882,4824302,2016
Extremis,3,6884,5538078,2016
Love &amp; Friendship,3,6891,3068194,2016
X-Men: Apocalypse,3,6894,3385516,2016
10 Days In A Madhouse,3,6896,3453052,2016
"Nice Guys, The",3,6898,3799694,2016
Alice Through the Looking Glass,3,6908,2567026,2016
Neighbors 2: Sorority Rising,3,6909,4438848,2016
Warcraft,3,6911,0803096,2016
Sing Street,1,6914,3544112,2016
Teenage Mutant Ninja Turtles: Out of the Shadows,3,6915,3949660,2016
How to Be Single,3,6916,1292566,2016
Gods of Egypt,2,6921,2404233,2016
Now You See Me 2,1,6922,3110958,2016
Me Before You,3,6927,2674426,2016
Money Monster,3,6929,2241351,2016
"Conjuring 2, The",3,6931,3065204,2016
Finding Dory,3,6932,2277860,2016
Approaching the Unknown,0,6934,2674430,2016
Be Somebody,3,6942,5512872,2016
Independence Day: Resurgence,3,6947,1628841,2016
"Neon Demon, The",3,6952,1974419,2016
"Shallows, The",3,6953,4052882,2016
"Purge: Election Year, The",3,6962,4094724,2016
"Secret Life of Pets, The",2,6963,2709768,2016
"BFG, The",3,6964,3691740,2016
Popstar: Never Stop Never Stopping,1,6965,3960412,2016
Swiss Army Man,2,6968,4034354,2016
Dad&#39;s Army,3,6970,4104054,2016
"Fundamentals of Caring, The",3,6973,2452386,2016
Mike and Dave Need Wedding Dates,3,6976,2823054,2016
Ghostbusters,3,6977,1289401,2016
Absolutely Fabulous: The Movie,3,6978,2112096,2016
Cafe Society,1,6980,4513674,2016
Norm of the North,3,6983,1594972,2016
Criminal,3,6984,3014866,2016
Star Trek Beyond,1,6991,2660888,2016
13 Hours,2,6992,4172430,2016
Eddie the Eagle,2,6998,1083452,2016
Southside with You,2,6999,4258698,2016
Batman: The Killing Joke,1,7000,4853102,2016
Elvis &amp; Nixon,2,7005,2093991,2016
Everybody Wants Some,0,7011,2937696,2016
Tallulah,3,7013,1639084,2016
Nerve,3,7014,3531824,2016
